id,oeuvre_id,nom_fichier,format,langue,statut,source
124,29,tlg0060.tlg001.perseus-grc2.xml,TEI P5,grec,Disponible,Perseus Digital Library
125,29,tlg0060.tlg001.perseus-grc3.xml,TEI P5,grec,Disponible,Perseus Digital Library
149,21,tlg0074.tlg003.perseus-grc2.xml,TEI P5,grec,Disponible,Perseus Digital Library
153,47,phaedrus_fables_eng_tei.xml,TEI P5,anglais,Disponible,"Gutenberg #25512 (Riley + Smart), via LacusCurtius/zoomathia_encoder.py"
154,22,artemidorus_dreams_eng_tei.xml,TEI P5,anglais,Disponible,"Internet Archive 1755 (Robert Wood), via zoomathia_encoder.py"
155,80,tlg0032.tlg012.perseus-grc1.xml,TEI P5,grec,Disponible,Perseus
156,80,xenophon_cavalry_commander_eng.xml,TEI P5,anglais,Disponible,"Perseus (Marchant), via Xenophon Minor Works"
157,82,tlg0032.tlg014.perseus-grc1.xml,TEI P5,grec,Disponible,Perseus
158,82,xenophon_hunting_eng.xml,TEI P5,anglais,Disponible,"Perseus (Marchant), via Xenophon Minor Works"
159,122,xenophon_agesilaus_eng.xml,TEI P5,anglais,Disponible,"Perseus (Marchant), via Xenophon Minor Works"
160,123,xenophon_constitution_lacedaemonians_eng.xml,TEI P5,anglais,Disponible,"Perseus (Marchant), via Xenophon Minor Works"
161,124,xenophon_hiero_eng.xml,TEI P5,anglais,Disponible,"Perseus (Marchant), via Xenophon Minor Works"
162,125,xenophon_ways_and_means_eng.xml,TEI P5,anglais,Disponible,"Perseus (Marchant), via Xenophon Minor Works"
163,66,plutarch_de_esu_carnium_eng_tei.xml,TEI P5,anglais,Disponible,"LacusCurtius (Goodwin, Loeb vol. XII, 1957)"
164,122,tlg0032.tlg009.perseus-grc2.xml,TEI P5,grec,Disponible,PerseusDL/canonical-greekLit
165,123,tlg0032.tlg010.perseus-grc2.xml,TEI P5,grec,Disponible,PerseusDL/canonical-greekLit
166,124,tlg0032.tlg008.perseus-grc2.xml,TEI P5,grec,Disponible,PerseusDL/canonical-greekLit
167,125,tlg0032.tlg011.perseus-grc2.xml,TEI P5,grec,Disponible,PerseusDL/canonical-greekLit
168,62,plutarch_de_amore_prolis_eng.xml,TEI P5,anglais,Disponible,Perseus (Goodwin)
169,64,tlg0007.tlg129.perseus-grc1_p5.xml,TEI P5,grec,Disponible,Perseus
170,64,plutarch_de_sollertia_animalium_eng.xml,TEI P5,anglais,Disponible,Perseus (Goodwin)
171,65,tlg0007.tlg130.perseus-grc2.xml,TEI P5,grec,Disponible,Perseus
172,65,plutarch_bruta_animalia_eng.xml,TEI P5,anglais,Disponible,Perseus (Goodwin)
173,63,tlg0007.tlg125.perseus-grc1_p5.xml,TEI P5,grec,Disponible,Perseus
174,66,tlg0007.tlg131.perseus-grc2.xml,TEI P5,grec,Disponible,Perseus
175,66,tlg0007.tlg132.perseus-grc1_p5.xml,TEI P5,grec,Disponible,Perseus
176,19,tlg0086.tlg014.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
178,16,tlg0086.tlg030.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
179,18,tlg0086.tlg037.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
180,14,tlg0086.tlg041.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
181,15,tlg0086.tlg018.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
182,81,tlg0032.tlg013.perseus-grc1.xml,TEI P5,grec,Disponible,Perseus
185,69,Dionysius_Ixeutica_tlg0084.003.xml,TEI P5,grec,Disponible,Corpus Zoomathia
186,115,Basilius_Hexaemeron_tlg2040.001.xml,TEI P5,grec,Disponible,Corpus Zoomathia
187,26,Basilius Homiliae in hexaemeron VII-VIII-IX_tei.xml,TEI P5,grec,Disponible,Corpus Zoomathia
188,121,TLG0738-Additamenta Londinensia ad hippiatrica Cantabrigiensia_tei.xml,TEI P5,grec,Disponible,Corpus Zoomathia
189,118,TLG0738-Hippiatrica Cantabrigiensia_tei.xml,TEI P5,grec,Disponible,Corpus Zoomathia
191,48,tlg0018.tlg029.opp-grc1.xml,TEI P5,grec,Disponible,Perseus
192,49,tlg0018.tlg009.opp-grc1.xml,TEI P5,grec,Disponible,Perseus
193,50,tlg0018.tlg010.opp-grc1.xml,TEI P5,grec,Disponible,Perseus
194,51,tlg0018.tlg019.opp-grc1.xml,TEI P5,grec,Disponible,Perseus
197,10,tlg0086.tlg020.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
198,12,tlg0086.tlg032.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
199,13,tlg0086.tlg027.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
200,11,tlg0086.tlg036.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
201,76,Timotheus De animalibus_tei.xml,TEI P5,grec,Disponible,Encodage manuel Zoomathia (Mistral)
202,119,TLG0738-Hippiatrica Berolinensia_tei.xml,TEI P5,grec,Disponible,Encodage manuel Zoomathia (Mistral) - repare (recover lxml)
203,127,TLG0752-Eutecnius Paraphrasis in Oppiani cynegetica (fort. auctore Eutecnio)_tei.xml,TEI P5,grec,Disponible,Encodage complet (structure + balisage semantique) - Mistral
204,128,TLG0752-Paraphrasis in Oppiani halieutica (fort. auctore Eutecnio)_tei.xml,TEI P5,grec,Disponible,Encodage complet (structure + balisage semantique) - Mistral
205,120,TLG0738-Hippiatrica Parisina_tei.xml,TEI P5,grec,Disponible,Encodage complet (structure + balisage semantique) - Mistral
206,69,dionysius_ixeuticon_tei.xml,TEI P5,grec,Disponible,"Encodage complet (structure + balisage semantique) - Mistral, source TLG fournie par A. Zucker"
207,76,fragmenta_timothee_tei.xml,TEI P5,grec,Disponible,"Encodage complet (structure + balisage semantique) - Mistral, fragments Teubner 1927"
208,76,timothee_extraits_sylloge_tei.xml,TEI P5,grec,Disponible,"Encodage complet (structure + balisage semantique) - Mistral, extraits Sylloge byzantine"
210,76,bodenheimer_1949_traduction_eng_tei.xml,TEI P5,anglais,"EN ATTENTE - droits auteur a clarifier avec Zucker (Bodenheimer mort 1959, domaine public 2029-2030)","Bodenheimer and Rabinowitz 1949 - OCR ameliore, PAS PUBLIER sans autorisation"
211,85,171_Hildebertus-Cenomanensis_Physiologus_tei.xml,TEI P5,latin,Disponible,Edition Migne 1854 (Patrologia Latina vol. 171) via Corpus Corporum - encodage complet Mistral
190,39,tlg0062.tlg054.perseus-grc1.xml,TEI P5,grec,Disponible,Perseus
183,81,xenophon_horsemanship_eng_with_header.xml,TEI P5,anglais,Disponible,Perseus
195,9,tlg0086.tlg021.opp-grc2.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
196,8,tlg0086.tlg015.opp-grc3.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
177,20,tlg0086.tlg029.perseus-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
212,84,Liber_de_animalibus_tei.xml,TEI P5,latin,"EN ATTENTE - droits auteur a clarifier (edition critique SISMEL 2000, Martinez Gazquez)",Corpus Corporum - PAS PUBLIER sans autorisation SISMEL
213,89,hortus_animalibus_tei.xml,TEI P5,latin,Disponible,"Incunable Mainz 1497, section De Animalibus - domaine public, encodage complet, XML repare via lxml recover"
214,52,philumenus_tei.xml,TEI P5,grec,Disponible,"Edition Wellmann 1908 (Corpus Medicorum Graecorum XI,1) - domaine public, encodage complet, XML repare via lxml recover"
215,19,aristote_ha_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction D'Arcy Wentworth Thompson (Oxford 1910), domaine public, via topostext.org - encodage complet Mistral"
216,34,herodotus_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction G.C. Macaulay 1904, domaine public, via Project Gutenberg - encodage complet Mistral"
217,74,theophrastus_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Arthur Hort 1926 (Loeb), domaine public, via topostext.org - encodage complet Mistral"
218,32,galen_eng_complet_tei.xml,TEI P5,anglais,Disponible,"Traduction A.J. Brock 1916, domaine public CC BY-SA, via Perseus Digital Library - encodage complet Mistral"
219,61,pline_animaux_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Bostock/Riley 1855, domaine public, Livres VIII-XI (animaux), via Project Gutenberg - encodage complet Mistral"
220,21,arrian_cynegetique_tei.xml,TEI P5,anglais,Disponible,"Traduction William Dansey 1831, domaine public, via Project Gutenberg (ebook 78013) - encodage complet Mistral"
221,25,babrius_complet_tei.xml,TEI P5,anglais,Disponible,"Traduction James Davies 1860, domaine public, via elfinspell.com - encodage complet Mistral"
222,26,basil_complet_tei.xml,TEI P5,anglais,Disponible,"Traduction Blomfield Jackson 1895 (NPNF), domaine public, via New Advent - encodage complet Mistral"
223,30,esopus_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction V.S. Vernon Jones 1912, domaine public, via Project Gutenberg - encodage complet Mistral"
224,44,oppian_hal_eng_complet_tei.xml,TEI P5,anglais,Disponible,"Traduction A.W. Mair 1928 (Loeb), domaine public, via LacusCurtius - encodage complet Mistral"
225,45,oppian_cyn_eng_complet_tei.xml,TEI P5,anglais,Disponible,"Traduction A.W. Mair 1928 (Loeb), domaine public, via LacusCurtius - encodage complet Mistral"
233,23,athenaeus_complet_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction C.D. Yonge 1854, domaine public, via Project Gutenberg - encodage complet Mistral"
234,3,ambrose_hexaemeron_tei.xml,TEI P5,latin,Disponible,"Migne Patrologia Latina vol. 14 (1844), domaine public, via Internet Archive - encodage complet Mistral, XML repare via lxml recover"
235,77,varro_complet_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Hooper/Ash 1934, domaine public confirme par LacusCurtius, via penelope.uchicago.edu - encodage complet Mistral"
237,89,noble_lyfe_oxford_tei.xml,TEI P5,anglais,Disponible,"Traduction Laurence Andrew 1521/1527, domaine public CC0, via Oxford Text Archive/Text Creation Partnership - encodage complet Mistral"
238,29,diodore_livre3_tei.xml,TEI P5,anglais,Disponible,"Traduction C.H. Oldfather 1933-1967 (domaine public, traducteur mort 1954), Livre III chap. 35-48 sur les animaux sauvages, via LacusCurtius - encodage complet Mistral"
239,40,lucian_of_sacrifice_tei.xml,TEI P5,anglais,Disponible,"Traduction Fowler and Fowler 1905, domaine public (avant 1923), via Internet Archive/sacred-texts.com - encodage complet Mistral"
240,29,diodore_supplement_tei.xml,TEI P5,anglais,Disponible,"Traduction C.H. Oldfather (domaine public), Livre I ch. 30-41 (hippopotame) et Livre III ch. 1-34 (serpents, chasse aux elephants), via LacusCurtius - encodage complet Mistral"
241,116,Pseudo-Dioscorides Alexipharmaca (De venenis eorumque praecautione et medicatione)_tei.xml,TEI P5,grec,Disponible,Texte fourni par A. Zucker (source TLG) - encodage complet Mistral
243,46,Publius_Ovidius_Halieutica_tei.xml,TEI P5,latin,Disponible,Texte fourni par A. Zucker (IntraText Library) - encodage complet Mistral
244,27,geoponica_arnaud_tei.xml,TEI P5,grec,Disponible,"Texte fourni par A. Zucker - encodage complet Mistral, XML repare via lxml recover"
245,33,grattius_haupt_tei.xml,TEI P5,latin,Disponible,"Edition Haupt 1838 (domaine public), via Google Books - encodage complet Mistral"
246,41,nemesianus_haupt_tei.xml,TEI P5,latin,Disponible,"Edition Haupt 1838 (domaine public), via Google Books - encodage complet Mistral"
247,33,grattius_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Loeb 1935, domaine public, via LacusCurtius - encodage complet Mistral"
248,41,nemesianus_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Loeb 1935, domaine public, via LacusCurtius - encodage complet Mistral"
249,42,nemesianus_aucupio_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Loeb 1934/1935 (Minor Latin Poets), domaine public (droits expires 1962-63, non renouveles), via LacusCurtius - encodage complet Mistral"
250,42,nemesianus_aucupio_lat_tei.xml,TEI P5,latin,Disponible,"Loeb 1934/35 (Minor Latin Poets), domaine public, via LacusCurtius - encodage complet Mistral"
231,83,nicander_alexipharmaca_eng_tei.xml,TEI P5,anglais,"EN ATTENTE - droits auteur a clarifier (Gow and Scholfield 1953, Cambridge University Press)",attalus.org - PAS PUBLIER sans autorisation
226,48,philo_eternitate_tei.xml,TEI P5,anglais,Disponible,"Traduction C.D. Yonge (XIXe siecle), domaine public, via earlychristianwritings.com - encodage complet Mistral, fichier partage entre les 4 traites"
227,49,philo_husbandry_tei.xml,TEI P5,anglais,Disponible,"Traduction C.D. Yonge (XIXe siecle), domaine public, via earlychristianwritings.com - encodage complet Mistral, fichier partage entre les 4 traites"
228,50,philo_plantatione_tei.xml,TEI P5,anglais,Disponible,"Traduction C.D. Yonge (XIXe siecle), domaine public, via earlychristianwritings.com - encodage complet Mistral, fichier partage entre les 4 traites"
229,51,philo_dreams_tei.xml,TEI P5,anglais,Disponible,"Traduction C.D. Yonge (XIXe siecle), domaine public, via earlychristianwritings.com - encodage complet Mistral, fichier partage entre les 4 traites"
309,135,ovid.her2_tei.xml,TEI P5,latin,Disponible,
310,135,ovid.her3_tei.xml,TEI P5,latin,Disponible,
311,135,ovid.her4_tei.xml,TEI P5,latin,Disponible,
232,71,strabo_complet_eng_tei.xml,TEI P5,anglais,Introuvable,"Traduction Hamilton/Falconer 1854, domaine public, via Project Gutenberg - encodage complet Mistral"
251,2,albertus_borgnet_texte_tei.xml,TEI P5,latin,Disponible - Livres XIII-XXVI,"Edition Auguste Borgnet 1891 (domaine public), via document fourni par A. Zucker - encodage complet Mistral"
252,2,albertus_stadler_texte_tei.xml,TEI P5,latin,Disponible - Livres I-XII,"Edition Hermann Stadler 1916 (domaine public, Biodiversity Heritage Library confirme), via Internet Archive - encodage complet Mistral"
253,87,Conrad de Halberstadt - Liber similitudinum naturalium - 4.xml,TEI P5,latin,Disponible,"Edition I. Ventura 2003, transformation XML-TEI E. Kuhry (IRHT-CNRS) pour Zoomathia - balisage semantique complete Mistral"
254,90,Iohannes Egidius Zamorensis - Historia naturalis.xml,TEI P5,latin,Disponible,Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
255,89,"Iohannes de Cuba - Hortus sanitatis, Liber de piscibus.xml",TEI P5,latin,Disponible - Liber de piscibus (section poissons),Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
256,91,Iohannes de Sancto Geminiano - Summa de exemplis ac similitudinibus rerum.xml,TEI P5,latin,Disponible,Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
257,94,"Thomas Cantimpratensis - Liber de natura rerum, version Thomas III.xml",TEI P5,latin,Disponible,Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
258,88,Engelbertus Admontensis - Tractatus de naturis animalium.xml,TEI P5,latin,Disponible,Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
259,75,"Thomas Cantimpratensis - Liber de natura rerum, version Thomas I II.xml",TEI P5,latin,Disponible,Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
260,92,Marcus de Urbe Veteri - Tractatus septiformis de moralitatibus rerum.xml,TEI P5,latin,Disponible,Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
261,78,Vincentius Belvacensis - Speculum naturale.xml,TEI P5,latin,Disponible,Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
262,57,physiologus_latin_b_complet.xml,TEI P5,latin,Disponible,"Version B (Carmody 1939), transformation IRHT-CNRS (E. Kuhry) pour Zoomathia - balisage semantique complete Mistral"
263,59,physiologus_latin_y_complet.xml,TEI P5,latin,Disponible,"Version Y (Carmody), transformation IRHT-CNRS (E. Kuhry) pour Zoomathia - balisage semantique complete Mistral"
264,131,physiologus_latin_d_complet.xml,TEI P5,latin,Disponible,"Version D (Wilhelm), transformation IRHT-CNRS (E. Kuhry) pour Zoomathia - balisage semantique complete Mistral"
265,132,physiologus_latin_x_complet.xml,TEI P5,latin,Disponible,"Version X (Gebert), transformation IRHT-CNRS (E. Kuhry) pour Zoomathia - balisage semantique complete Mistral"
184,4,Antigonus_Mirabilia_tlg0568.001.xml,TEI P5,grec,Disponible,Corpus Zoomathia
266,7,tlg0086.tlg012.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek
230,43,nicander_theriaca_eng_tei.xml,TEI P5,anglais,"EN ATTENTE - droits auteur a clarifier (Gow and Scholfield 1953, Cambridge University Press)",attalus.org - PAS PUBLIER sans autorisation
209,28,phi0845.phi002.perseus-eng1.xml,TEI P5,anglais,Disponible,Perseus
117,72,Strato Fragmenta_tei.xml,TEI P5,grec,Disponible,DFHG Project
267,39,lucien_dipsades_fra_corrige_tei.xml,TEI P5,francais,Disponible,
268,37,hippocrate_regime_aigu_fra_corrige_tei.xml,TEI P5,francais,Disponible,
269,86,hippocrate_regime2_fra_corrige_tei.xml,TEI P5,francais,Disponible,
270,60,platon_timee_fra_corrige_tei.xml,TEI P5,francais,Disponible,
271,80,xenophon_cavalerie2_fra_corrige_tei.xml,TEI P5,francais,Disponible,
272,79,xenophon_economique_fra_corrige_tei.xml,TEI P5,francais,Disponible,
273,81,xenophon_equitation_fra_corrige_tei.xml,TEI P5,francais,Disponible,
274,34,erodoto_storie_ita_tei.xml,TEI P5,italien,Disponible,
275,40,lucien_sacrifices_fra_tei.xml,TEI P5,francais,Disponible,
276,60,platone_timeo_ita_tei.xml,TEI P5,italien,Disponible,
277,60,platone_timeo_fraccaroli_ita_tei.xml,TEI P5,italien,Disponible,
280,71,strabon_geo_fra_tei.xml,TEI P5,francais,Disponible,
281,82,xenophon_chasse_fra_tei.xml,TEI P5,francais,Disponible,
285,64,plutarque_fra_tei.xml,TEI P5,francais,Disponible,
286,66,plutarque_fra2_tei.xml,TEI P5,francais,Disponible,
289,19,aristote_animaux_fra_corrige_tei.xml,TEI P5,francais,Disponible,remacle.org
290,133,ovid.amor1_tei.xml,TEI P5,latin,Disponible,
291,133,ovid.amor2_tei.xml,TEI P5,latin,Disponible,
292,133,ovid.amor3_tei.xml,TEI P5,latin,Disponible,
293,134,ovid.artis1_tei.xml,TEI P5,latin,Disponible,
294,134,ovid.artis2_tei.xml,TEI P5,latin,Disponible,
295,134,ovid.artis3_tei.xml,TEI P5,latin,Disponible,
296,135,ovid.her10_tei.xml,TEI P5,latin,Disponible,
297,135,ovid.her11_tei.xml,TEI P5,latin,Disponible,
298,135,ovid.her12_tei.xml,TEI P5,latin,Disponible,
299,135,ovid.her13_tei.xml,TEI P5,latin,Disponible,
300,135,ovid.her14_tei.xml,TEI P5,latin,Disponible,
301,135,ovid.her15_tei.xml,TEI P5,latin,Disponible,
302,135,ovid.her16_tei.xml,TEI P5,latin,Disponible,
303,135,ovid.her17_tei.xml,TEI P5,latin,Disponible,
304,135,ovid.her18_tei.xml,TEI P5,latin,Disponible,
305,135,ovid.her19_tei.xml,TEI P5,latin,Disponible,
306,135,ovid.her1_tei.xml,TEI P5,latin,Disponible,
307,135,ovid.her20_tei.xml,TEI P5,latin,Disponible,
308,135,ovid.her21_tei.xml,TEI P5,latin,Disponible,
312,135,ovid.her5_tei.xml,TEI P5,latin,Disponible,
313,135,ovid.her6_tei.xml,TEI P5,latin,Disponible,
314,135,ovid.her7_tei.xml,TEI P5,latin,Disponible,
315,135,ovid.her8_tei.xml,TEI P5,latin,Disponible,
316,135,ovid.her9_tei.xml,TEI P5,latin,Disponible,
317,136,ovid.ibis_tei.xml,TEI P5,latin,Disponible,
318,137,ovid.ponto1_tei.xml,TEI P5,latin,Disponible,
319,137,ovid.ponto2_tei.xml,TEI P5,latin,Disponible,
320,137,ovid.ponto3_tei.xml,TEI P5,latin,Disponible,
321,137,ovid.ponto4_tei.xml,TEI P5,latin,Disponible,
322,138,ovid.rem_tei.xml,TEI P5,latin,Disponible,
323,139,ovid.tristia1_tei.xml,TEI P5,latin,Disponible,
324,139,ovid.tristia2_tei.xml,TEI P5,latin,Disponible,
325,139,ovid.tristia3_tei.xml,TEI P5,latin,Disponible,
326,139,ovid.tristia4_tei.xml,TEI P5,latin,Disponible,
327,139,ovid.tristia5_tei.xml,TEI P5,latin,Disponible,
236,67,porphyre_abstinence_book1_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Thomas Taylor 1823, domaine public, via Project Gutenberg - encodage complet Mistral"
329,67,porphyre_abstinence_book2_eng_tei.xml,TEI P5,anglais,Disponible,
330,67,porphyre_abstinence_book3_eng_tei.xml,TEI P5,anglais,Disponible,
331,67,porphyre_abstinence_book4_eng_tei.xml,TEI P5,anglais,Disponible,
332,140,epist_tei.xml,TEI P5,latin,Disponible,
333,141,epistvaria_tei.xml,TEI P5,latin,Disponible,
334,142,hymns_tei.xml,TEI P5,latin,Disponible,
335,143,mysteriis_tei.xml,TEI P5,latin,Disponible,
336,37,tlg0627.tlg004.perseus-eng2.xml,TEI P5,anglais,Disponible,Perseus
337,26,basile_homily7_eng_tei.xml,TEI P5,anglais,Disponible,
338,26,basile_homily8_eng_tei.xml,TEI P5,anglais,Disponible,
339,26,basile_homily9_eng_tei.xml,TEI P5,anglais,Disponible,
340,49,philo_husbandry_eng_tei.xml,TEI P5,anglais,Disponible,
341,50,philo_plantatione_eng_tei.xml,TEI P5,anglais,Disponible,
342,51,philo_dreams_eng_tei.xml,TEI P5,anglais,Disponible,
343,48,philo_eternitate_eng_tei.xml,TEI P5,anglais,Disponible,
344,40,tlg0062.tlg027.perseus-eng2.xml,TEI P5,anglais,Disponible,Perseus
345,39,tlg0062.tlg054.perseus-eng3.xml,TEI P5,anglais,Disponible,Perseus
346,71,tlg0099.tlg001.perseus-eng3.xml,TEI P5,anglais,Disponible,Perseus
347,71,tlg0099.tlg001.perseus-eng4.xml,TEI P5,anglais,Disponible,Perseus
242,117,"Pseudo-Dioscorides Theriaca (De iis, quae virus ejaculantur, animalibus libellus, in quo et de rabioso cane)_tei.xml",TEI P5,grec,Disponible,"Texte fourni par A. Zucker (source TLG) - encodage complet Mistral, XML repare via lxml recover"
348,25,babrius_fables_eng_tei.xml,TEI P5,anglais,Disponible,
